Gene_ID	BHI1	BHI2	BHI3	Serum1	Serum2	Serum3
AENJPLPP_01638	50	42	42	53	47	48
AENJPLPP_01639	48	35	34	24	46	35
AENJPLPP_01640	36	60	38	51	80	77
AENJPLPP_01641	633	684	615	464	619	558
AENJPLPP_01642	928	828	780	2604	2727	2793
AENJPLPP_01643	847	748	689	1966	1980	2291
AENJPLPP_01644	621	700	593	873	1019	1043
AENJPLPP_01645	15	17	23	25	17	28
AENJPLPP_01646	357	404	390	479	498	504
AENJPLPP_01647	9981	9974	8606	4792	5166	4867
AENJPLPP_01648	6736	6591	5776	2253	2818	2149
AENJPLPP_01649	3226	3531	3151	789	869	822
AENJPLPP_01650	4976	4553	4020	712	891	854
AENJPLPP_01651	4323	3956	3911	973	1081	983
AENJPLPP_01652	1757	1836	1766	800	990	981
AENJPLPP_01653	264	248	249	446	544	528
AENJPLPP_01654	117585	119123	105155	33052	37686	36532
AENJPLPP_01655	28012	28876	26829	5320	6554	5843
AENJPLPP_01656	46319	45423	42196	7563	9058	9006
AENJPLPP_01657	84	90	63	29	34	37
AENJPLPP_01658	197	190	189	111	133	140
AENJPLPP_01659	9	17	10	8	10	7
AENJPLPP_01660	836	1015	896	910	1045	972
AENJPLPP_01661	151	122	195	1880	2246	1948
AENJPLPP_01662	715	636	496	1671	1858	1533
AENJPLPP_01663	1142	945	891	2318	2540	2192
AENJPLPP_01664	33226	31343	27278	43428	48084	43991
AENJPLPP_01665	42	32	36	2	0	3
AENJPLPP_01666	45	32	29	110	127	116
AENJPLPP_01667	7074	7346	7289	4054	4814	3996
AENJPLPP_01668	491	632	612	555	862	693
AENJPLPP_01669	6501	7044	6238	13073	14289	13332
AENJPLPP_01670	2852	2867	2746	5856	6385	5630
AENJPLPP_01671	5407	5273	4571	14755	15830	15407
AENJPLPP_01672	16701	17769	15782	4918	5903	5391
AENJPLPP_01673	13700	14194	12530	11869	13631	12930
AENJPLPP_01674	722	828	792	260	358	324
AENJPLPP_01675	22	16	20	18	21	23
AENJPLPP_01676	5	12	9	4	10	6
AENJPLPP_01677	2517	2893	2562	1631	1967	1793
AENJPLPP_01678	453	469	514	322	483	398
AENJPLPP_01679	4266	4260	3848	2947	3877	3232
AENJPLPP_01680	278	331	245	297	341	374
AENJPLPP_01681	37	45	43	9	20	20
AENJPLPP_01682	13	12	17	26	18	27
AENJPLPP_01683	10	1	11	8	8	5
AENJPLPP_01684	1	2	0	2	1	0
AENJPLPP_01685	2	0	0	0	0	4
AENJPLPP_01686	5	15	12	5	1	0
AENJPLPP_01687	5	7	12	2	4	0
AENJPLPP_01688	65	48	52	72	55	56
AENJPLPP_01689	36	45	63	28	33	34
AENJPLPP_01690	231	288	206	268	297	254
AENJPLPP_01691	1201	1104	1105	795	975	904
AENJPLPP_01692	1659	1925	1747	1370	1741	1377
AENJPLPP_01693	3177	3186	2823	1970	2346	1986
AENJPLPP_01694	122	133	125	104	124	116
AENJPLPP_01695	38	39	43	38	41	30
AENJPLPP_01696	59	97	46	33	60	37
AENJPLPP_01697	209	266	206	185	167	192
AENJPLPP_01698	481	428	412	385	482	535
AENJPLPP_01699	4318	4501	4317	3861	4251	3913
AENJPLPP_01700	1478	2086	1522	2571	3367	3123
AENJPLPP_01701	439	337	462	387	416	359
AENJPLPP_01702	846	919	757	397	548	465
AENJPLPP_01703	8691	9618	7567	7519	9468	8218
AENJPLPP_01704	163	182	194	154	121	152
AENJPLPP_01705	164	110	137	63	114	120
AENJPLPP_01706	76	77	60	48	50	48
AENJPLPP_01707	304	215	205	185	165	173
AENJPLPP_01708	463	362	313	196	276	223
AENJPLPP_01709	376	256	265	242	275	253
AENJPLPP_01710	18	26	12	11	21	10
AENJPLPP_01711	30	33	14	55	59	48
AENJPLPP_01712	476	445	415	814	884	875
AENJPLPP_01713	378	422	311	880	1044	1016
AENJPLPP_01714	693	833	698	190	270	219
AENJPLPP_01715	2292	2419	2316	3443	4294	3913
AENJPLPP_01716	688	707	770	936	1055	943
AENJPLPP_01717	261	337	241	83	109	79
AENJPLPP_01718	43	57	60	16	16	25
AENJPLPP_01719	21	44	22	7	8	7
AENJPLPP_01720	3	2	2	4	9	1
AENJPLPP_01721	984	943	892	243	271	227
AENJPLPP_01722	830	956	846	194	228	196
AENJPLPP_01723	3439	3141	2740	978	991	933
AENJPLPP_01724	156	148	128	187	275	233
AENJPLPP_01725	188	204	142	274	255	234
AENJPLPP_01726	2763	3124	2827	1018	1226	1098
AENJPLPP_01727	8540	8745	8508	1105	1247	1114
AENJPLPP_01728	474	499	479	340	314	381
AENJPLPP_01729	1310	1274	892	276	441	360
AENJPLPP_01730	1062	1097	1010	2518	2895	2452
AENJPLPP_01731	1751	1905	1581	3657	4609	3863
AENJPLPP_01732	929	1036	841	2825	2948	2883
AENJPLPP_01733	647	583	495	2107	2260	2276
AENJPLPP_01734	422	447	386	627	665	664
AENJPLPP_01735	107	90	67	191	218	134
AENJPLPP_01736	23	10	21	22	21	22
AENJPLPP_01737	4304	4184	3535	2049	2302	2143
AENJPLPP_01738	1205	1111	1201	972	1188	1140
AENJPLPP_01739	74	104	94	92	129	106
AENJPLPP_01740	250	338	260	265	249	291
AENJPLPP_01741	190	194	171	118	151	144
AENJPLPP_01742	701	669	618	800	964	920
AENJPLPP_01743	2876	3116	2756	4260	4968	4545
AENJPLPP_01744	1146	985	1025	2001	2019	1802
AENJPLPP_01745	520	440	491	731	766	652
AENJPLPP_01746	2015	1875	1644	3291	3796	3546
AENJPLPP_01747	2165	2277	1925	3274	3930	3477
AENJPLPP_01748	2247	1911	2023	3317	3827	3497
AENJPLPP_01749	1420	1798	1228	980	1198	1296
AENJPLPP_01750	1273	1380	1085	2218	2491	2582
AENJPLPP_01751	395	444	328	1266	1281	1277
AENJPLPP_01752	880	843	883	128	145	141
AENJPLPP_01753	339	407	360	841	1037	992
AENJPLPP_01754	247	251	261	35	67	85
AENJPLPP_01755	203	221	170	32	44	39
AENJPLPP_01756	1	9	6	7	7	6
AENJPLPP_01757	8	7	10	4	4	4
AENJPLPP_01758	683	602	600	286	301	317
AENJPLPP_01759	2785	3087	2673	1490	1723	1474
AENJPLPP_01760	21229	21401	20294	10374	12514	11933
AENJPLPP_01761	20774	21520	19335	602	690	687
AENJPLPP_01762	6961	6951	6810	299	387	333
AENJPLPP_01763	756	762	646	51	90	70
AENJPLPP_01764	725	598	535	54	79	41
AENJPLPP_01765	5090	5523	5387	1234	1369	1363
AENJPLPP_01766	457	624	621	100	144	100
AENJPLPP_01767	64	51	53	85	53	61
AENJPLPP_01768	252	226	212	276	291	328
AENJPLPP_01769	987	951	781	1369	1593	1612
AENJPLPP_01770	133	148	131	102	168	124
AENJPLPP_01771	4515	5035	4467	7036	7891	7337
AENJPLPP_01772	265	296	258	186	219	219
AENJPLPP_01773	911	833	758	982	1094	1004
AENJPLPP_01774	154	154	158	158	170	147
AENJPLPP_01775	350	360	302	109	122	98
AENJPLPP_01776	779	889	843	2136	2587	2408
AENJPLPP_01777	1513	1613	1441	390	601	554
AENJPLPP_01778	3561	3612	3656	134	201	154
AENJPLPP_01779	6049	5975	5664	476	505	503
AENJPLPP_01780	178	178	187	137	155	133
AENJPLPP_01781	49	69	56	50	72	56
AENJPLPP_01782	63	121	101	41	55	60
AENJPLPP_01783	270	307	286	170	176	188
AENJPLPP_01784	358	362	297	250	283	255
AENJPLPP_01785	5348	5196	4687	5412	5942	5706
AENJPLPP_01786	529	504	518	643	784	675
AENJPLPP_01787	1838	1744	1581	3057	3616	3330
AENJPLPP_01788	1605	1595	1359	287	335	379
AENJPLPP_01789	415	436	401	32	38	26
AENJPLPP_01790	913	965	981	637	901	641
AENJPLPP_01791	1275	1302	1284	904	1069	1018
AENJPLPP_01792	3887	4342	3773	2138	2652	2505
AENJPLPP_01793	2943	2629	2452	1418	1772	1507
AENJPLPP_01794	2236	2511	2083	3396	4217	3737
AENJPLPP_01795	2552	2494	2569	292	345	275
AENJPLPP_01796	5475	6013	5482	833	1140	1144
AENJPLPP_01797	13970	13774	11986	3710	4868	4482
AENJPLPP_01798	1173	1235	1135	501	553	549
AENJPLPP_01799	16854	17390	15852	28953	32509	30281
AENJPLPP_01800	36	63	36	283	323	432
AENJPLPP_01801	72	131	81	1049	1096	1332
AENJPLPP_01802	2533	2766	2172	5691	5953	7061
AENJPLPP_01803	3851	3876	3548	1286	1523	1423
AENJPLPP_01804	1065	1095	1122	437	548	539
AENJPLPP_01805	350	388	366	147	200	199
AENJPLPP_01806	2153	2103	1891	1384	1578	1386
AENJPLPP_01807	10163	10269	8846	1170	1393	1261
AENJPLPP_01808	775	928	695	1105	1331	1168
AENJPLPP_01809	773	673	606	137	201	184
AENJPLPP_01810	2156	1479	1640	508	483	527
AENJPLPP_01811	2876	2030	2524	1052	1170	1139
AENJPLPP_01812	1124	817	911	568	651	690
AENJPLPP_01813	9174	5934	7164	4983	5387	5776
AENJPLPP_01814	1566	1085	1248	460	409	504
AENJPLPP_01815	8234	7677	7663	1508	1856	1641
AENJPLPP_01816	2161	2502	2088	1051	1575	1418
AENJPLPP_01817	6047	6066	5437	5126	5720	5213
AENJPLPP_01818	532	500	420	5065	5650	5007
AENJPLPP_01819	250	299	258	2885	3230	3148
AENJPLPP_01820	284	306	295	3164	3880	3290
AENJPLPP_01821	17582	18270	16375	7880	8840	8359
AENJPLPP_01822	17637	19562	17567	4138	4379	4534
AENJPLPP_01823	13645	17172	14337	3567	4099	3913
AENJPLPP_01824	20561	22893	20462	7660	9485	8117
AENJPLPP_01825	1381	1238	1086	11131	13104	13325
AENJPLPP_01826	1324	1331	1174	10078	11111	11424
AENJPLPP_01827	1271	1244	1131	7314	7645	8373
AENJPLPP_01828	906	954	813	4752	4933	5139
AENJPLPP_01829	1417	1172	989	4896	5241	5512
AENJPLPP_01830	1877	1791	1596	8172	8393	8816
AENJPLPP_01831	3379	3352	2654	13728	13169	14046
AENJPLPP_01832	1811	1660	1580	6893	7302	7718
AENJPLPP_01833	3451	3168	2931	10476	10564	11421
AENJPLPP_01834	6117	6434	5407	9117	10094	9583
AENJPLPP_01835	2	1	2	0	0	0
AENJPLPP_01836	49	48	42	6	8	6
AENJPLPP_01837	548	443	446	892	975	882
AENJPLPP_01838	945	1114	907	617	638	571
AENJPLPP_01839	2894	3058	2897	2442	2797	2578
AENJPLPP_01840	579	547	523	333	355	367
AENJPLPP_01841	581	562	441	187	217	272
AENJPLPP_01842	3243	3977	3068	27	55	55
AENJPLPP_01843	545	570	490	483	505	474
AENJPLPP_01844	1246	1317	1268	709	761	750
AENJPLPP_01845	474	483	434	152	239	210
AENJPLPP_01846	4459	4281	3860	6891	7077	6911
AENJPLPP_01847	3678	3595	3616	5435	6610	6284
AENJPLPP_01848	1816	1714	1596	1136	1446	1145
AENJPLPP_01849	1551	1617	1423	1237	1526	1336
AENJPLPP_01850	5505	5126	4182	4002	5039	4187
AENJPLPP_01851	3825	4003	3508	4436	4614	4576
AENJPLPP_01852	8046	7885	7094	11462	12535	10977
AENJPLPP_01853	16547	19120	19394	7252	9584	8408
AENJPLPP_01854	930	937	852	1698	1864	2014
AENJPLPP_01855	2626	2795	2546	551	716	655
AENJPLPP_01856	767	570	704	96	122	121
AENJPLPP_01857	1626	1507	1202	1538	1785	1656
AENJPLPP_01858	2227	2296	1912	4988	5820	5645
AENJPLPP_01859	2951	3209	2554	6568	7240	7227
AENJPLPP_01860	205	191	217	497	579	534
AENJPLPP_01861	2537	2404	1976	18790	19897	16336
AENJPLPP_01862	475	415	362	6997	7454	6487
AENJPLPP_01863	309	281	305	5465	5723	4979
AENJPLPP_01864	2467	2279	2304	825	941	812
AENJPLPP_01865	470	473	384	625	723	639
AENJPLPP_01866	160	117	138	628	599	643
AENJPLPP_01867	41	40	32	6	10	10
AENJPLPP_01868	1657	1724	1357	622	776	698
AENJPLPP_01869	812	915	800	546	643	532
AENJPLPP_01870	24	39	27	9	30	30
AENJPLPP_01871	83	116	111	58	71	62
AENJPLPP_01872	158	133	134	2187	2107	2094
AENJPLPP_01873	450	402	382	1289	1341	1340
AENJPLPP_01874	126	100	122	399	421	443
AENJPLPP_01875	85	110	87	209	214	188
AENJPLPP_01876	94	80	82	174	201	180
AENJPLPP_01877	168	147	105	193	252	211
AENJPLPP_01878	23	14	18	15	25	16
AENJPLPP_01879	172	143	138	109	119	124
AENJPLPP_01880	16	18	16	8	25	30
AENJPLPP_01881	14	6	6	5	7	6
AENJPLPP_01882	66	57	38	35	49	58
AENJPLPP_01883	12	2	12	0	10	4
AENJPLPP_01884	4524	5173	4247	3619	4441	3951
AENJPLPP_01885	4610	4678	4059	3556	4245	3566
AENJPLPP_01886	19586	22608	21829	3199	4038	3570
AENJPLPP_01887	17837	14251	13326	1933	2377	2361
AENJPLPP_01888	9537	9687	8532	14586	15760	14743
AENJPLPP_01889	4764	5096	4492	5818	7043	6393
AENJPLPP_01890	4611	3939	3327	1325	1591	1542
AENJPLPP_01891	1649	1652	1533	587	741	668
AENJPLPP_01892	6588	6381	5688	2969	3106	2875
AENJPLPP_01893	4191	3460	3118	2377	2519	2381
AENJPLPP_01894	270	272	290	170	150	158
AENJPLPP_01895	12928	13972	12621	10776	12753	11889
AENJPLPP_01896	4549	4056	3723	4707	5390	5056
AENJPLPP_01897	15609	13640	13276	15177	16793	14999
AENJPLPP_01898	6031	6187	5473	1770	2030	1950
AENJPLPP_01899	3608	4117	3586	1896	1979	1908
AENJPLPP_01900	640	607	544	433	461	450
AENJPLPP_01901	497	535	433	1370	1392	1468
AENJPLPP_01902	11589	12770	11447	10544	13163	12418
AENJPLPP_01903	203	210	184	4504	5436	5413
AENJPLPP_01904	240	223	233	6152	6636	7086
AENJPLPP_01905	246	303	257	971	1240	1113
AENJPLPP_01906	1835	1789	1529	1415	1804	1556
AENJPLPP_01907	2872	2742	2607	2348	2388	2093
AENJPLPP_01908	11559	11180	10391	13539	15017	13611
AENJPLPP_01909	3610	3134	3290	1001	1094	950
AENJPLPP_01910	1552	1810	1492	3164	3443	3286
AENJPLPP_01911	2256	2582	2385	262	330	300
AENJPLPP_01912	32	67	66	35	82	62
AENJPLPP_01913	2198	2420	2267	2559	2806	2723
AENJPLPP_01914	18624	17547	14636	7870	8179	8051
AENJPLPP_01915	3020	2943	2737	1218	1426	1329
AENJPLPP_01916	5623	5191	4619	2689	2794	2507
AENJPLPP_01917	4098	4629	4209	680	775	783
AENJPLPP_01918	4804	4518	3740	1341	1405	1369
AENJPLPP_01919	6719	6353	6161	4693	5341	4702
AENJPLPP_01920	3877	4158	3748	3018	3829	3162
AENJPLPP_01921	8912	8550	7556	13524	14697	13128
AENJPLPP_01922	4288	4228	3956	7287	8107	7020
AENJPLPP_01923	3667	3855	3072	4286	5035	4644
AENJPLPP_01924	12579	12415	10497	17308	21877	18490
AENJPLPP_01925	1637	1911	1657	2944	3680	3321
AENJPLPP_01926	778	852	812	685	763	600
AENJPLPP_01927	289	303	262	119	149	133
AENJPLPP_01928	907	973	814	523	491	593
AENJPLPP_01929	660	654	642	533	533	605
AENJPLPP_01930	20	15	21	6	6	6
AENJPLPP_01931	144	159	128	46	66	22
AENJPLPP_01932	44	49	36	8	15	16
AENJPLPP_01933	117	136	134	17	28	31
AENJPLPP_01934	4166	4450	3854	2308	2640	2241
AENJPLPP_01935	4552	4518	4184	3137	3648	3041
AENJPLPP_01936	15509	16093	14282	14899	16305	14859
AENJPLPP_01937	0	1	0	8	4	6
AENJPLPP_01938	489	497	513	396	423	413
AENJPLPP_01939	174	185	181	99	98	110
AENJPLPP_01940	128	167	128	70	59	59
AENJPLPP_01941	225	249	202	215	288	184
AENJPLPP_01942	27754	30764	26847	3754	4595	3895
AENJPLPP_01943	204	250	221	481	551	452
AENJPLPP_01944	2690	2414	2043	3987	4628	3886
AENJPLPP_01945	190	175	132	211	211	212
AENJPLPP_01946	6	23	9	47	33	30
AENJPLPP_01947	15	9	13	15	15	19
AENJPLPP_01948	102	135	134	167	185	208
AENJPLPP_01949	653	803	773	757	842	862
AENJPLPP_01950	163	150	161	36	42	50
AENJPLPP_01951	54	85	74	41	44	49
AENJPLPP_01952	1078	1155	1147	1779	2065	1864
AENJPLPP_01953	2633	2893	2700	5447	6056	5529
AENJPLPP_01954	1907	2140	1517	6100	6772	7440
AENJPLPP_01955	9	4	4	7	7	19
AENJPLPP_01956	300	286	218	520	578	582
AENJPLPP_01957	719	648	572	517	658	615
AENJPLPP_01958	961	1082	896	1443	1915	1656
AENJPLPP_01959	1238	1163	1036	1939	2365	2066
AENJPLPP_01960	272	304	240	639	697	649
AENJPLPP_01961	7818	7302	7424	167	231	241
AENJPLPP_01962	11184	12147	10712	477	572	558
AENJPLPP_01963	14126	13624	12315	845	935	850
AENJPLPP_01964	1590	1725	1479	1193	1344	1148
AENJPLPP_01965	2945	2964	2879	2557	3079	2423
AENJPLPP_01966	1236	1222	1199	498	457	493
AENJPLPP_01967	1345	1449	1316	566	652	564
AENJPLPP_01968	2101	1984	2055	502	642	518
AENJPLPP_01969	3103	3600	3092	1928	2250	2118
AENJPLPP_01970	70	68	67	83	84	52
AENJPLPP_01971	1957	1815	1687	8947	9908	8956
AENJPLPP_01972	7788	7481	6944	1199	1402	1520
AENJPLPP_01973	12352	11096	10192	2919	3357	3160
AENJPLPP_01974	30	24	15	3	5	2
AENJPLPP_01975	212	165	173	78	102	80
AENJPLPP_01976	82	87	63	29	29	23
AENJPLPP_01977	246	285	286	146	133	118
AENJPLPP_01978	194	267	187	141	160	161
AENJPLPP_01979	2671	2831	2462	2802	3552	2933
AENJPLPP_01980	1173	1249	1201	5764	6272	5596
AENJPLPP_01981	369	281	283	4549	5799	5100
AENJPLPP_01982	1257	1281	993	3953	4203	4084
AENJPLPP_01983	9582	9794	8155	6874	8861	7381
AENJPLPP_01984	1119	1075	936	1534	1828	1606
AENJPLPP_01985	1694	1604	1475	4740	5194	5249
AENJPLPP_01986	1994	2039	1919	2391	2524	2289
AENJPLPP_01987	155	159	152	117	130	123
AENJPLPP_01988	579	515	523	295	328	326
AENJPLPP_01989	1505	1150	1079	885	1055	1033
AENJPLPP_01990	3180	2700	2508	1208	1397	1249
AENJPLPP_01991	9597	9193	7931	7120	7854	7269
AENJPLPP_01992	2034	2221	1908	1875	2358	2104
AENJPLPP_01993	3227	3754	3298	2658	3383	3085
AENJPLPP_01994	193	259	214	93	108	96
AENJPLPP_01995	8724	8480	7521	2742	3305	3059
AENJPLPP_01996	9595	9180	8403	4993	5755	5307
AENJPLPP_01997	5048	5448	5188	3147	3619	3409
AENJPLPP_01998	2980	2995	2674	581	546	589
AENJPLPP_01999	5092	5020	4711	1024	1215	1090
AENJPLPP_02000	1089	1076	919	343	394	333
AENJPLPP_02001	2750	2394	2304	1075	1193	1076
AENJPLPP_02002	3570	4022	3250	1958	2357	2250
AENJPLPP_02003	10835	10266	9129	7367	8199	7517
AENJPLPP_02004	1111	1108	1034	1341	1569	1307
AENJPLPP_02005	5412	5186	4749	5212	6233	5613
AENJPLPP_02006	1087	1169	1090	864	1023	938
AENJPLPP_02007	13724	14390	12765	3612	4050	3720
AENJPLPP_02008	1098	910	745	727	861	831
AENJPLPP_02009	1545	1266	1129	1701	2041	1754
AENJPLPP_02010	1243	1257	1213	2097	2419	2158
AENJPLPP_02011	1977	1827	1853	2307	2638	2371
AENJPLPP_02012	1242	1253	1126	2099	2474	2025
AENJPLPP_02013	13007	12025	10539	4268	4742	4286
AENJPLPP_02014	73	67	51	122	89	126
AENJPLPP_02015	209	298	221	201	240	230
AENJPLPP_02016	1528	1659	1440	3527	3658	3444
AENJPLPP_02017	808	821	723	590	710	626
AENJPLPP_02018	1898	1755	1515	1268	1552	1822
AENJPLPP_02019	3748	3739	3582	6008	6834	6236
AENJPLPP_02020	2033	1933	1747	2803	3179	2799
AENJPLPP_02021	879	922	840	1115	1266	1068
AENJPLPP_02022	1501	1421	1385	1518	1807	1699
AENJPLPP_02023	2551	2576	2110	2586	3272	2775
AENJPLPP_02024	1580	1699	1535	2041	2474	2185
AENJPLPP_02025	1291	1195	1104	229	259	204
AENJPLPP_02026	3217	2484	2303	1368	1611	1349
AENJPLPP_02027	1527	1322	1273	892	1036	950
AENJPLPP_02028	2288	1939	1816	1162	1432	1304
AENJPLPP_02029	4801	4472	3952	2498	3452	2940
AENJPLPP_02030	16782	18036	15339	6340	7355	6551
AENJPLPP_02031	364	330	280	8975	8987	9481
AENJPLPP_02032	154	132	115	2924	3325	3273
AENJPLPP_02033	293	355	240	3195	3744	4014
AENJPLPP_02034	280	258	244	599	634	709
AENJPLPP_02035	563	610	544	242	274	246
AENJPLPP_02036	518	446	454	131	166	115
AENJPLPP_02037	501	423	320	97	149	131
AENJPLPP_02038	856	1111	1018	517	557	547
AENJPLPP_02039	128	158	135	21	31	18
AENJPLPP_02040	306	370	280	92	109	112
AENJPLPP_02041	95	133	131	38	67	60
AENJPLPP_02042	1061	1015	920	621	786	663
AENJPLPP_02043	3182	3303	3028	1470	1769	1589
AENJPLPP_02044	12	18	7	6	9	5
AENJPLPP_02045	19481	19962	17926	14912	17109	20039
AENJPLPP_02046	77917	79316	72430	73953	86063	92426
AENJPLPP_02047	614	594	618	390	476	445
AENJPLPP_02048	15324	14801	13482	2425	2720	2560
AENJPLPP_02049	396216	419993	379666	67077	87544	73889
AENJPLPP_02050	11707	10714	8792	7531	8319	8343
AENJPLPP_02051	5923	5532	4705	3868	4469	4231
AENJPLPP_02052	46789	59570	50751	10036	11958	10945
AENJPLPP_02053	21	28	17	34	28	30
AENJPLPP_02054	54	39	41	58	84	58
AENJPLPP_02055	80	88	78	108	164	150
AENJPLPP_02056	149	147	135	261	293	326
AENJPLPP_02057	930	864	715	4454	5802	4820
AENJPLPP_02058	712	1025	683	69	75	71
AENJPLPP_02059	86	132	85	3	5	4
AENJPLPP_02060	1183	1212	1119	495	590	574
AENJPLPP_02061	5655	5934	5170	13276	14747	13190
AENJPLPP_02062	5088	4738	4189	11429	13376	12529
AENJPLPP_02063	5780	6064	5455	16399	19686	17521
AENJPLPP_02064	16765	16665	15678	8661	9446	8809
AENJPLPP_02065	2857	3431	3034	1747	2209	2021
AENJPLPP_02066	9747	9724	8946	6158	6737	5938
AENJPLPP_02067	11708	11864	10592	8411	9129	8657
AENJPLPP_02068	3489	3544	3545	3897	4555	3852
AENJPLPP_02069	6915	7376	6910	3390	3802	3536
AENJPLPP_02070	11920	11508	11183	10316	13088	11392
AENJPLPP_02071	2462	3009	2835	2921	3232	2776
AENJPLPP_02072	2516	2791	2426	997	1212	1124
AENJPLPP_02073	2183	2159	1833	3748	4217	3912
AENJPLPP_02074	3001	2757	2626	1009	1181	1336
AENJPLPP_02075	17079	16004	14936	10939	12060	12561
AENJPLPP_02076	1220	1097	1129	2084	2440	2212
AENJPLPP_02077	5676	5750	5481	10025	11485	10309
AENJPLPP_02078	4887	5929	4941	852	1058	985
AENJPLPP_02079	6200	6382	6051	1693	2370	1864
AENJPLPP_02080	2399	2976	2243	625	850	629
AENJPLPP_02081	4097	4234	4046	1677	2196	1657
AENJPLPP_02082	2542	2486	2041	967	1136	1016
AENJPLPP_02083	7058	7277	6558	8612	10332	9110
AENJPLPP_02084	4962	4445	4200	6780	8196	7077
AENJPLPP_02085	4632	4761	4529	5497	6174	5249
AENJPLPP_02086	8418	8234	7641	10953	12071	10941
AENJPLPP_02087	3141	3526	3058	837	929	875
AENJPLPP_02088	341	446	382	121	143	104
AENJPLPP_02089	4904	5235	4897	1682	2056	1786
AENJPLPP_02091	363	406	413	86	115	95
AENJPLPP_02092	10101	10154	8548	879	1005	1107
AENJPLPP_02093	578	629	621	912	1063	869
AENJPLPP_02094	120828	142562	119901	20034	22797	20860
AENJPLPP_02095	47903	54836	46949	9527	10478	9623
AENJPLPP_02096	143895	133003	119138	33784	36550	32509
AENJPLPP_02097	15011	15954	14046	20410	23627	22577
AENJPLPP_02098	10703	10787	9725	22451	23893	21425
AENJPLPP_02099	24921	25581	22115	64475	69028	63131
AENJPLPP_02100	13161	12722	11978	17278	20259	18963
AENJPLPP_02101	11127	11205	11314	12742	15917	13834
AENJPLPP_02102	797	809	879	1237	1411	1262
AENJPLPP_02103	1581	1388	1302	1056	1159	1148
AENJPLPP_02104	12810	12919	10980	18484	21438	19614
AENJPLPP_02105	18788	20860	17373	32280	35248	34536
AENJPLPP_02106	6573	8082	7193	9023	12372	10679
AENJPLPP_02107	3678	3593	3380	5407	6229	5809
AENJPLPP_02108	5478	5582	5247	8406	9145	8399
AENJPLPP_02109	1113	1309	1244	1377	1622	1353
AENJPLPP_02110	3875	3903	3643	4301	5084	4361
AENJPLPP_02111	4882	5231	4677	5597	6404	5431
AENJPLPP_02112	3719	3505	3265	3563	4079	3187
AENJPLPP_02113	17842	17891	15954	20148	23050	20824
AENJPLPP_02114	151	119	136	202	210	202
AENJPLPP_02115	662	799	614	1630	1788	1815
AENJPLPP_02116	185	184	211	130	181	183
AENJPLPP_02117	7629	6827	6329	7277	9143	7805
AENJPLPP_02118	14392	14361	12551	15495	19017	19082
AENJPLPP_02119	1964	2416	2172	3427	4006	3632
AENJPLPP_02120	28245	25439	21933	12394	13798	13206
AENJPLPP_02121	10469	10287	9212	4779	5708	4949
AENJPLPP_02122	8661	8751	7787	3211	3863	3187
AENJPLPP_02123	7685	6676	6347	3998	4601	3972
AENJPLPP_02124	15332	16108	15020	10168	11594	9845
AENJPLPP_02125	58908	55857	49555	28513	34413	31045
AENJPLPP_02126	41307	37728	36326	29288	32526	30003
AENJPLPP_02127	10212	9410	9309	12847	14400	13247
AENJPLPP_02128	18377	18315	15648	21213	24883	22455
AENJPLPP_02129	30583	29830	25478	32296	37685	35140
AENJPLPP_02130	35156	36219	30085	35393	37086	32604
AENJPLPP_02131	26940	27522	25475	4699	5653	5062
AENJPLPP_02132	10695	10600	9647	4618	5632	5266
AENJPLPP_02133	3071	3519	3616	1102	1222	1091
AENJPLPP_02134	541	485	467	589	643	581
AENJPLPP_02135	3156	3910	3501	2513	2864	2564
AENJPLPP_02136	4828	5219	4883	3906	4629	4216
AENJPLPP_02137	7056	7201	6311	5279	5852	5398
AENJPLPP_02138	4327	4593	3737	6385	7723	7106
AENJPLPP_02139	137	126	102	5508	5815	6863
AENJPLPP_02140	247	308	195	9118	10903	12920
AENJPLPP_02141	87	105	73	11236	12394	16920
AENJPLPP_02142	12	8	4	454	439	581
AENJPLPP_02143	6	2	2	144	115	151
AENJPLPP_02144	7	5	9	109	133	144
AENJPLPP_02145	606	555	423	793	993	924
AENJPLPP_02146	491	564	631	2275	3708	2872
AENJPLPP_02148	1068	1193	1096	1518	1944	1687
AENJPLPP_02149	129	105	109	332	432	367
AENJPLPP_02150	1496	1583	1577	988	1421	1193
AENJPLPP_02151	2275	2195	1956	1068	1312	1097
AENJPLPP_02152	694	687	601	392	487	405
AENJPLPP_02153	1013	1058	970	832	945	862
AENJPLPP_02154	2217	2626	2360	1811	2251	2028
AENJPLPP_02155	209	257	217	3877	4730	4109
AENJPLPP_02156	37	42	39	485	696	520
AENJPLPP_02157	122	115	98	880	1239	941
AENJPLPP_02158	36	19	25	317	386	332
AENJPLPP_02159	262	244	285	532	654	589
AENJPLPP_02160	189	166	146	1863	2336	2082
AENJPLPP_02161	79	116	64	631	799	638
AENJPLPP_02162	8	7	5	46	51	40
AENJPLPP_02163	159	149	173	1062	1271	1070
AENJPLPP_02164	100	72	71	470	505	579
AENJPLPP_02165	14	14	15	103	99	148
AENJPLPP_02166	21	15	18	141	165	113
AENJPLPP_02167	94	87	61	485	484	469
AENJPLPP_02168	58	69	48	272	388	275
AENJPLPP_02169	67	77	31	356	415	387
AENJPLPP_02170	64	61	58	253	299	235
AENJPLPP_02171	7	4	2	6	20	16
