Gene_ID	BHI1	BHI2	BHI3	Serum1	Serum2	Serum3
AENJPLPP_00533	167	174	147	1537	1750	1631
AENJPLPP_00534	472	548	418	3203	3047	3050
AENJPLPP_00535	2401	2735	2405	6238	8277	7529
AENJPLPP_00537	346	320	298	449	524	449
AENJPLPP_00538	5205	5166	4644	11712	15526	13813
AENJPLPP_00539	2541	2382	2114	1074	1287	1053
AENJPLPP_00540	3252	3455	3093	2576	3124	2725
AENJPLPP_00541	4537	4516	4109	5268	5989	5784
AENJPLPP_00542	2963	3695	3305	2526	3421	2800
AENJPLPP_00543	1689	1575	1539	2301	2742	2525
AENJPLPP_00544	2720	3163	3213	718	1026	830
AENJPLPP_00545	9649	10756	9394	1677	1935	1753
AENJPLPP_00546	1305	1445	1359	419	530	500
AENJPLPP_00547	1851	1665	1553	488	500	504
AENJPLPP_00548	20406	22347	20554	2741	3947	3712
AENJPLPP_00549	2626	2559	2376	3216	3625	3225
AENJPLPP_00550	695	780	695	1741	2114	1772
AENJPLPP_00551	1273	1158	1114	708	971	830
AENJPLPP_00552	569	594	520	270	326	303
AENJPLPP_00553	403	369	383	198	221	180
AENJPLPP_00554	151	129	132	61	62	76
AENJPLPP_00555	6276	6226	5449	4056	4738	4521
AENJPLPP_00556	1695	1785	1632	1314	1631	1389
AENJPLPP_00557	2577	2731	2327	1429	1666	1525
AENJPLPP_00558	5641	6123	4967	6117	7267	6592
AENJPLPP_00559	4120	3791	3466	3869	4631	4111
AENJPLPP_00560	9265	9613	8709	7831	8776	7867
AENJPLPP_00561	50876	44115	40850	32455	37768	33012
AENJPLPP_00562	13550	13489	11798	8182	9123	8297
AENJPLPP_00563	2653	2719	2286	1731	2245	2000
AENJPLPP_00564	6630	6578	6007	3251	3658	3588
AENJPLPP_00565	50275	51774	47330	14404	16699	14828
AENJPLPP_00566	3226	2854	2474	1458	1704	1585
AENJPLPP_00567	955	912	937	664	791	622
AENJPLPP_00568	22856	21477	18720	8719	9877	8052
AENJPLPP_00569	27276	26874	24071	9994	10958	9755
AENJPLPP_00570	11660	12418	10255	3252	3651	3318
AENJPLPP_00571	16845	18705	15812	3929	4605	4164
AENJPLPP_00572	1034	867	854	953	1123	1026
AENJPLPP_00573	5996	5009	4887	4300	5774	4723
AENJPLPP_00574	38	27	24	18	52	44
AENJPLPP_00575	21	16	12	18	19	13
AENJPLPP_00576	14	4	8	4	6	2
AENJPLPP_00577	53	51	54	38	36	54
AENJPLPP_00578	29	31	26	74	61	80
AENJPLPP_00579	22	44	24	24	26	18
AENJPLPP_00580	2565	2501	2053	99143	120445	134069
AENJPLPP_00581	697	415	406	117026	137676	153336
AENJPLPP_00582	584	371	309	108235	120156	133610
AENJPLPP_00583	159	85	93	28280	29718	32695
AENJPLPP_00584	378	235	217	73159	86434	91730
AENJPLPP_00585	360	205	158	82926	95744	100862
AENJPLPP_00586	779	368	297	186061	211844	214515
AENJPLPP_00587	227	82	86	61003	70799	67791
AENJPLPP_00588	38	29	15	15983	18007	17051
AENJPLPP_00589	239	116	103	64143	74688	70367
AENJPLPP_00590	490	585	527	3239	4065	3783
AENJPLPP_00591	8347	9134	7548	89327	108967	94756
AENJPLPP_00592	3528	3547	3449	32579	37747	33666
AENJPLPP_00593	265	234	242	10192	13409	10346
AENJPLPP_00594	11687	13276	11736	21441	28016	23595
AENJPLPP_00595	6280	6015	5806	14209	16397	14879
AENJPLPP_00596	124	134	88	126	119	112
AENJPLPP_00597	13	24	23	10	24	23
AENJPLPP_00598	50	46	42	38	27	38
AENJPLPP_00599	27	34	43	24	31	44
AENJPLPP_00600	42	52	48	40	30	32
AENJPLPP_00601	4261	4195	3798	7383	7734	7229
AENJPLPP_00602	5421	5047	4529	7499	8274	7388
AENJPLPP_00603	8623	8093	7288	11590	12605	11880
AENJPLPP_00604	2314	1912	2023	3281	3135	2903
AENJPLPP_00605	2829	2740	2568	2502	2775	2537
AENJPLPP_00606	575	662	593	1364	1571	1345
AENJPLPP_00607	474	442	504	415	450	415
AENJPLPP_00608	4302	4324	3759	8646	9248	8875
AENJPLPP_00609	1198	928	928	2726	2960	2638
AENJPLPP_00610	136	119	120	1588	1913	1800
AENJPLPP_00611	102	91	77	958	1000	1012
AENJPLPP_00612	94	76	88	667	666	683
AENJPLPP_00613	80	84	70	62	84	66
AENJPLPP_00614	28	18	42	12	10	12
AENJPLPP_00615	15020	16235	14090	9008	10266	9710
AENJPLPP_00616	6901	6648	6339	5090	5555	4997
AENJPLPP_00617	8828	8792	8193	6259	7013	6889
AENJPLPP_00618	147	140	165	144	193	144
AENJPLPP_00620	946	1015	880	328	486	371
AENJPLPP_00621	573	626	605	318	410	353
AENJPLPP_00622	31	74	32	37	55	38
AENJPLPP_00623	603	729	688	329	478	423
AENJPLPP_00624	6	9	4	7	7	22
AENJPLPP_00625	788	830	692	2451	3205	2726
AENJPLPP_00626	1508	1464	1315	1568	1748	1600
AENJPLPP_00627	4507	4999	4274	6038	7372	9831
AENJPLPP_00628	690	650	657	2209	2221	2072
AENJPLPP_00629	431	491	402	1295	1489	1292
AENJPLPP_00630	987	1031	863	2122	2328	2262
AENJPLPP_00631	562	531	550	1455	1716	1604
AENJPLPP_00632	3578	3639	3156	4913	5709	4819
AENJPLPP_00633	338	260	205	499	456	340
AENJPLPP_00634	2213	2198	1922	2866	14522	2854
AENJPLPP_00635	3719	3744	3292	3423	4210	3450
AENJPLPP_00636	131	176	187	39	34	46
AENJPLPP_00637	4282	4866	4302	501	617	569
AENJPLPP_00638	5704	5606	5864	13576	15872	13519
AENJPLPP_00639	1418	1392	1302	2284	2612	2358
AENJPLPP_00640	169	172	131	2181	2299	2340
AENJPLPP_00641	52	60	51	1275	1289	1186
AENJPLPP_00642	1068	1038	1038	1771	1761	1755
AENJPLPP_00643	74	67	81	962	1316	1169
AENJPLPP_00644	2741	2713	2620	762	842	696
AENJPLPP_00645	15460	16002	14442	6124	6999	6277
AENJPLPP_00646	3439	3714	3256	1338	1363	1456
AENJPLPP_00647	11065	13125	12322	5048	5821	5799
AENJPLPP_00648	37620	36323	32653	21783	23757	21376
AENJPLPP_00649	27814	25614	21786	9975	11692	10461
AENJPLPP_00650	2617	2363	2199	2683	2657	2336
AENJPLPP_00651	4606	4717	4375	2183	4103	2493
AENJPLPP_00652	6450	7075	6766	10954	3976	3289
AENJPLPP_00653	10835	12584	9694	3917	4951	4778
AENJPLPP_00654	21235	20364	17952	8231	9054	7600
AENJPLPP_00655	8925	8420	6677	1545	1781	1645
AENJPLPP_00656	5046	5162	4971	1020	1165	1065
AENJPLPP_00657	13743	14391	12935	3356	3888	3699
AENJPLPP_00658	24463	24738	21138	3900	4480	4095
AENJPLPP_00659	565	701	544	148	135	145
AENJPLPP_00660	3449	3711	3120	1664	2112	1684
AENJPLPP_00661	4645	4680	4065	1884	2199	1901
AENJPLPP_00662	197	199	188	5714	6530	5948
AENJPLPP_00663	139	99	120	12371	15098	14516
AENJPLPP_00664	6499	6033	5709	6210	6753	6806
AENJPLPP_00665	803	888	841	686	927	825
AENJPLPP_00666	4125	4431	3996	4123	4726	4355
AENJPLPP_00667	3150	3548	3126	3067	3875	3245
AENJPLPP_00668	7208	6658	5944	6079	6964	6288
AENJPLPP_00669	19899	19769	18014	9659	10828	10313
AENJPLPP_00670	1281	1172	1039	4330	5699	5111
AENJPLPP_00671	2501	2146	2348	1795	2112	1928
AENJPLPP_00672	3796	4277	3828	2748	3297	2928
AENJPLPP_00673	9431	10071	8988	4993	6407	5640
AENJPLPP_00674	11853	10512	9941	2145	2567	2219
AENJPLPP_00675	2993	3157	2851	461	571	487
AENJPLPP_00676	3830	3860	3186	4028	4478	4310
AENJPLPP_00677	6437	6494	5877	5849	6599	5811
AENJPLPP_00678	1863	1878	1656	1175	1174	1102
AENJPLPP_00679	604	511	483	350	390	361
AENJPLPP_00680	5870	5251	4417	5740	6797	5937
AENJPLPP_00681	11578	10985	9428	10789	11821	10969
AENJPLPP_00682	1621	1354	1252	2331	2546	2516
AENJPLPP_00683	43796	51057	51128	40405	53971	48834
AENJPLPP_00684	25741	23552	22144	6684	7600	7034
AENJPLPP_00685	43880	42362	39708	50136	53872	50249
AENJPLPP_00686	8368	7822	6859	1251	1548	1504
AENJPLPP_00687	16088	15774	13736	4317	4895	4910
AENJPLPP_00688	753	832	709	1352	1340	1370
AENJPLPP_00689	142	96	113	136	169	148
AENJPLPP_00690	1402	1405	1457	1598	2105	1794
AENJPLPP_00691	812	779	670	291	314	296
AENJPLPP_00692	18044	17345	15909	22401	25394	23789
AENJPLPP_00693	23335	25920	22592	16163	19805	18685
AENJPLPP_00694	2145	1593	1570	2054	2720	2182
AENJPLPP_00695	8720	8528	7336	5475	6067	5696
AENJPLPP_00696	5930	5213	4188	3329	3899	3490
AENJPLPP_00697	6373	5724	4962	3915	4428	4138
AENJPLPP_00698	2976	2833	2516	2131	2266	2032
AENJPLPP_00699	8667	7993	7311	5542	6113	5513
AENJPLPP_00700	0	6	3	0	0	0
AENJPLPP_00701	4642	3859	3754	1871	2335	1884
AENJPLPP_00702	4927	5684	4802	2851	3314	3040
AENJPLPP_00703	16265	15938	15479	5155	5940	5509
AENJPLPP_00704	0	0	0	0	0	0
AENJPLPP_00705	30337	25680	23893	23153	26705	24518
AENJPLPP_00706	19614	16563	14978	10895	12417	11433
AENJPLPP_00707	17199	16263	14797	3743	4448	4172
AENJPLPP_00708	1695	1336	1422	1778	2094	1900
AENJPLPP_00709	310	327	299	597	547	547
AENJPLPP_00710	978	1097	883	323	356	333
AENJPLPP_00711	5328	5698	5239	2947	3327	3145
AENJPLPP_00712	11706	10274	9029	65661	76381	64213
AENJPLPP_00713	2473	2862	2406	3972	4727	4376
AENJPLPP_00714	6875	6315	5401	1581	1702	1596
AENJPLPP_00715	4928	4830	4017	20122	23356	20533
AENJPLPP_00716	444	418	402	2037	2382	1897
AENJPLPP_00717	17267	17714	17752	3743	4888	3911
AENJPLPP_00718	17586	16023	14211	7754	9182	8088
AENJPLPP_00719	10903	10945	9694	3243	3801	3485
AENJPLPP_00720	10077	10395	9068	3443	4116	3691
AENJPLPP_00721	879	934	820	312	379	372
AENJPLPP_00722	32053	31319	29445	20613	23925	21697
AENJPLPP_00723	9572	10705	8920	3883	4771	4327
AENJPLPP_00724	3555	3401	3046	1400	1485	1416
AENJPLPP_00725	13	9	18	14	8	6
AENJPLPP_00726	59	118	76	21	30	33
AENJPLPP_00727	1548	1409	1509	662	731	671
AENJPLPP_00728	474	494	438	75	156	102
AENJPLPP_00729	2417	2403	1858	4681	4914	5392
AENJPLPP_00730	1013	888	827	422	534	428
AENJPLPP_00731	80	74	68	69	68	64
AENJPLPP_00732	1653	1675	1391	1046	1093	1093
AENJPLPP_00733	237	314	296	109	105	152
AENJPLPP_00734	91	92	82	46	40	49
AENJPLPP_00735	40	42	45	58	36	28
AENJPLPP_00736	14	13	7	12	5	3
AENJPLPP_00737	52	43	44	34	34	48
AENJPLPP_00738	2	2	6	20	22	6
AENJPLPP_00739	2	7	6	13	7	6
AENJPLPP_00740	171	196	254	53	85	64
AENJPLPP_00741	467	537	458	234	303	310
AENJPLPP_00742	111	86	66	55	77	35
AENJPLPP_00743	766	854	732	693	926	721
AENJPLPP_00744	321	334	305	1450	1346	1405
AENJPLPP_00745	311	313	282	148	138	131
AENJPLPP_00746	573	672	594	406	513	476
AENJPLPP_00747	235	256	177	1739	1889	2074
AENJPLPP_00748	942	921	695	6044	5986	6316
AENJPLPP_00749	276	258	213	246	238	238
AENJPLPP_00750	290	326	266	276	318	260
AENJPLPP_00751	285	279	238	230	207	198
AENJPLPP_00752	103	85	87	70	98	62
AENJPLPP_00753	134	120	96	103	122	147
AENJPLPP_00754	29	32	31	39	31	29
AENJPLPP_00755	80	86	67	59	65	62
AENJPLPP_00756	1	2	1	2	1	19
AENJPLPP_00757	25	56	22	44	39	27
AENJPLPP_00758	436	388	395	682	760	663
AENJPLPP_00759	2	8	4	4	23	15
AENJPLPP_00760	77	86	62	264	275	275
AENJPLPP_00761	164	135	115	339	355	347
AENJPLPP_00762	317	351	335	174	197	220
AENJPLPP_00763	35	34	45	74	74	63
AENJPLPP_00764	20	16	33	46	63	30
AENJPLPP_00765	30	20	32	53	28	44
AENJPLPP_00766	10	15	13	13	20	12
AENJPLPP_00767	17	25	10	28	26	17
AENJPLPP_00768	6	4	4	8	7	4
AENJPLPP_00769	23	2	6	10	12	20
AENJPLPP_00770	159	136	116	170	151	121
AENJPLPP_00771	3245	3097	2848	1236	1475	1288
AENJPLPP_00772	484	444	438	932	1086	980
AENJPLPP_00773	11	5	3	10	11	17
AENJPLPP_00774	65	69	46	58	109	88
AENJPLPP_00775	19	21	14	55	73	65
AENJPLPP_00776	44	52	35	117	109	123
AENJPLPP_00777	28	20	10	52	52	57
AENJPLPP_00778	3	0	2	6	2	1
AENJPLPP_00779	104	104	87	115	101	109
AENJPLPP_00796	20498	18914	17005	16251	18975	17901
AENJPLPP_00797	10543	9266	8690	8696	10111	9348
AENJPLPP_00798	45038	42741	38595	21591	24233	21778
AENJPLPP_00799	6261	7260	6723	3344	4087	3878
AENJPLPP_00800	53802	58596	56730	12056	15672	13329
AENJPLPP_00801	330	392	357	725	793	715
AENJPLPP_00802	153631	133190	129507	43555	54218	45861
AENJPLPP_00803	133643	122287	115951	39027	44619	39764
AENJPLPP_00804	8619	8834	8128	14223	15793	13992
AENJPLPP_00805	970	1147	1094	1118	1517	1520
AENJPLPP_00806	5911	5804	5029	5187	5953	5775
AENJPLPP_00807	15	12	11	7	9	5
AENJPLPP_00808	2495	2106	1848	44820	56521	48386
AENJPLPP_00809	5783	5297	5133	5113	5998	5386
AENJPLPP_00810	0	2	4	0	0	2
AENJPLPP_00811	15177	14783	13647	14811	17531	15792
AENJPLPP_00812	1840	1669	1706	2002	2209	2072
AENJPLPP_00813	34014	34322	30706	7824	9126	8034
AENJPLPP_00814	2534	2642	2611	1699	2009	1650
AENJPLPP_00815	2971	2841	2501	1020	1171	1117
AENJPLPP_00816	9405	10013	8934	6644	11483	6977
AENJPLPP_00817	886	1017	891	1688	2287	1890
AENJPLPP_00818	0	0	0	0	0	0
AENJPLPP_00819	30630	30557	27486	4815	5279	5105
AENJPLPP_00820	16692	16407	14490	1617	1726	1621
AENJPLPP_00821	31420	32933	29326	4526	5295	4864
AENJPLPP_00822	16988	18658	16394	2337	2848	2469
AENJPLPP_00823	23941	25507	21903	3782	4372	3805
AENJPLPP_00824	28745	24809	21799	3236	3875	3542
AENJPLPP_00825	5525	5988	5587	721	827	726
AENJPLPP_00826	43092	42703	36990	4250	4913	4644
AENJPLPP_00827	25877	28078	24375	1651	2041	1712
AENJPLPP_00828	60345	57907	52126	1707	1996	1487
AENJPLPP_00829	58465	58527	52619	1637	2018	1520
AENJPLPP_00830	114969	121248	105325	2550	3098	2537
AENJPLPP_00831	40481	35226	32414	853	899	668
AENJPLPP_00832	54005	49527	43275	1198	1298	1052
AENJPLPP_00833	91566	81737	74669	1784	2181	1717
AENJPLPP_00834	77904	81552	69316	1433	1760	1365
AENJPLPP_00835	76386	72277	61712	1063	1419	1229
AENJPLPP_00836	52341	59320	58129	945	1142	838
AENJPLPP_00837	87650	81281	74911	2760	3575	2961
AENJPLPP_00838	43890	43346	39384	1483	2010	1561
AENJPLPP_00839	808	816	792	880	1032	972
AENJPLPP_00840	11854	11423	11654	11696	14193	12877
AENJPLPP_00841	6200	6966	5734	8462	10505	9676
AENJPLPP_00842	6196	6159	5679	6688	7415	6752
AENJPLPP_00843	5793	6252	5545	6342	6974	6523
AENJPLPP_00844	198496	203610	185266	103529	121297	111532
AENJPLPP_00845	42121	47068	47985	17328	21850	19235
AENJPLPP_00846	23839	23931	21187	22973	25063	22866
AENJPLPP_00847	4426	4561	3556	76005	77700	74483
AENJPLPP_00848	83	84	104	56	44	40
AENJPLPP_00849	16276	16845	14607	3697	4020	3786
AENJPLPP_00850	20843	19558	18354	9132	10595	9698
AENJPLPP_00851	6097	6420	6062	6342	7321	6916
AENJPLPP_00852	1311	1182	1195	467	679	611
AENJPLPP_00853	20851	21126	19015	14623	17056	15192
AENJPLPP_00854	4038	3989	3476	3054	3522	3388
AENJPLPP_00855	1255	1326	1181	1123	1275	1077
AENJPLPP_00856	6573	7095	6399	2654	3223	2982
AENJPLPP_00857	912	1436	1068	943	1130	1032
AENJPLPP_00858	1503	1656	1538	6453	7077	7340
AENJPLPP_00859	15123	15009	13616	15000	17079	15179
AENJPLPP_00860	17692	19537	15668	32398	33317	31410
AENJPLPP_00861	19282	20800	18054	31781	38584	33677
AENJPLPP_00862	2010	1899	1727	625	745	719
AENJPLPP_00863	581	554	452	960	1099	1058
AENJPLPP_00864	1304	1451	1328	464	634	582
AENJPLPP_00865	1068	1012	879	1560	1499	1508
AENJPLPP_00866	7	7	8	44	61	112
AENJPLPP_00867	0	0	2	3	0	0
AENJPLPP_00868	29	39	29	25	30	30
AENJPLPP_00869	3884	3917	3317	4988	6153	5575
AENJPLPP_00870	9943	9595	8552	10774	11321	10934
AENJPLPP_00871	6149	5791	4841	2104	2382	2132
AENJPLPP_00872	9231	9246	8212	2991	3212	3100
AENJPLPP_00873	10127	10515	8930	2364	3096	2891
AENJPLPP_00874	36963	38955	36108	6405	7464	6754
AENJPLPP_00875	20371	21665	19221	5921	6848	6333
AENJPLPP_00876	1584	1746	1729	226	255	222
AENJPLPP_00877	2	3	1	2	2	0
AENJPLPP_00878	22845	24900	21715	12226	14743	12898
AENJPLPP_00879	15725	16631	13868	5423	6915	5886
AENJPLPP_00880	14303	13116	11015	4867	5471	5016
AENJPLPP_00881	9188	9800	8939	2747	3355	2893
AENJPLPP_00882	2515	2649	2228	652	870	662
AENJPLPP_00883	1620	1684	1697	583	610	546
AENJPLPP_00884	7941	7466	6470	2191	2569	2365
AENJPLPP_00885	9391	9851	8882	2794	3464	2927
AENJPLPP_00886	8274	9337	7466	2330	2740	2562
AENJPLPP_00887	2898	2873	2559	956	1176	975
AENJPLPP_00888	2137	2121	2080	644	851	659
AENJPLPP_00889	5454	5380	4842	2186	3182	2525
AENJPLPP_00890	1043	1207	1114	480	583	454
AENJPLPP_00891	13882	14533	12986	3571	3962	3622
AENJPLPP_00892	21	17	4	14	13	12
AENJPLPP_00893	40223	40293	36774	8124	9217	8420
AENJPLPP_00894	14546	14736	14346	2949	3444	3122
AENJPLPP_00895	11004	11316	10293	2003	2433	2297
AENJPLPP_00896	4630	5204	4856	491	730	583
AENJPLPP_00897	14350	13987	12469	4163	4598	4145
AENJPLPP_00898	26599	30696	24798	11040	13646	12123
AENJPLPP_00899	15131	16058	13952	6065	7166	6539
AENJPLPP_00900	41509	39022	34922	19205	22641	20342
AENJPLPP_00901	8941	8736	8140	3793	4376	4085
AENJPLPP_00902	16189	17326	14720	4896	6399	5655
AENJPLPP_00903	8235	7941	7255	3277	3837	3513
AENJPLPP_00904	4970	4936	4291	2529	2782	2342
AENJPLPP_00905	7222	5997	5468	3386	3563	3323
AENJPLPP_00906	7024	5298	4887	2746	3147	3030
AENJPLPP_00907	7475	7327	6125	3237	3705	3276
AENJPLPP_00908	17103	17039	15192	9701	9945	9614
AENJPLPP_00909	10992	10287	9218	3599	4601	4248
AENJPLPP_00910	616	597	539	1802	1940	1799
AENJPLPP_00911	8119	8693	7824	14772	16875	16020
AENJPLPP_00912	2	4	8	1	7	2
AENJPLPP_00913	25	30	16	70	28	63
AENJPLPP_00914	6	6	8	4	8	6
AENJPLPP_00915	58	47	234	43	150	68
AENJPLPP_00916	0	0	4	0	2	2
AENJPLPP_00917	116	84	71	183	175	209
AENJPLPP_00918	37	47	40	65	70	33
AENJPLPP_00920	16	20	14	64	90	96
AENJPLPP_00921	0	0	0	0	13	0
AENJPLPP_00922	0	0	0	0	4	2
AENJPLPP_00923	0	0	0	7	2	4
AENJPLPP_00924	45	43	32	170	182	147
AENJPLPP_00925	1	4	4	10	12	14
AENJPLPP_00926	0	2	0	2	2	13
AENJPLPP_00927	0	0	0	109	5	11
AENJPLPP_00928	43	40	33	783	1065	942
AENJPLPP_00929	56	65	78	673	836	742
AENJPLPP_00930	156	144	131	2952	3667	3456
AENJPLPP_00931	5	1	0	54	104	81
AENJPLPP_00932	4	10	9	511	589	483
AENJPLPP_00933	18	13	11	691	847	831
AENJPLPP_00934	8	10	11	431	547	422
AENJPLPP_00935	18	7	17	884	1025	977
AENJPLPP_00936	6	8	6	563	666	508
AENJPLPP_00937	15	12	8	534	743	679
AENJPLPP_00938	14	17	11	394	477	392
AENJPLPP_00939	36	30	32	1703	2010	1806
AENJPLPP_00940	13	7	6	572	595	561
AENJPLPP_00941	28	19	27	1165	1352	1182
AENJPLPP_00942	4	12	5	352	377	402
AENJPLPP_00943	79	66	50	1542	1755	1734
AENJPLPP_00944	8	14	6	199	232	225
AENJPLPP_00945	10	5	7	196	208	209
AENJPLPP_00946	127	86	93	1919	1937	2000
AENJPLPP_00947	46	51	38	790	894	927
AENJPLPP_00948	17	19	13	439	511	485
AENJPLPP_00949	8	12	2	208	209	183
AENJPLPP_00950	854	902	1018	567	735	661
AENJPLPP_00951	155	132	122	1077	1402	1282
AENJPLPP_00952	15	28	24	7	9	5
AENJPLPP_00953	0	0	0	0	1	2
AENJPLPP_00954	2	0	1	16	14	33
AENJPLPP_00955	1	0	2	4	54	2
AENJPLPP_00956	9	2	9	62	79	49
AENJPLPP_00957	73	56	62	483	610	522
AENJPLPP_00958	40	53	31	422	498	401
AENJPLPP_00959	55	64	64	551	699	547
AENJPLPP_00960	28	41	29	277	383	299
AENJPLPP_00961	60	67	67	752	952	890
AENJPLPP_00962	32	18	15	221	301	236
AENJPLPP_00963	54	64	40	708	675	628
AENJPLPP_00964	35	35	25	302	377	336
AENJPLPP_00965	18	17	12	333	452	376
AENJPLPP_00966	503	530	416	9715	10840	9745
AENJPLPP_00967	244	256	222	4404	5466	5070
AENJPLPP_00968	185	172	204	3270	4336	3780
AENJPLPP_00969	19	22	24	344	369	259
AENJPLPP_00970	57	55	54	1213	1576	1370
AENJPLPP_00971	4	4	4	135	189	182
AENJPLPP_00972	23	34	32	460	582	504
AENJPLPP_00973	144	99	69	3204	3467	3186
AENJPLPP_00974	136	119	151	3828	4425	3547
AENJPLPP_00975	57	68	49	1310	1619	1492
AENJPLPP_00976	97	89	84	2310	2761	2135
AENJPLPP_00977	408	412	356	11557	13184	12626
AENJPLPP_00978	2135	2107	2091	5220	5931	5409
AENJPLPP_00979	153	168	148	6602	7494	7151
AENJPLPP_00980	606	505	508	2072	2918	2332
AENJPLPP_00981	43	57	36	2242	3153	2514
AENJPLPP_00982	1729	1796	1696	1349	1631	1534
AENJPLPP_00983	887	938	742	684	818	657
AENJPLPP_00984	385	388	321	764	926	760
AENJPLPP_00985	1949	2276	2071	1232	1414	1292
AENJPLPP_00986	49012	53085	47111	50482	59384	53741
AENJPLPP_00987	6118	6962	6315	1714	1859	1670
AENJPLPP_00988	3002	3232	3111	6056	5951	5679
AENJPLPP_00989	300	246	244	798	852	804
AENJPLPP_00990	787	933	892	1801	2093	1835
AENJPLPP_00991	11805	12095	10298	3444	4181	3862
AENJPLPP_00992	8354	7957	6901	3354	3905	3616
AENJPLPP_00993	10327	11208	9865	5199	6066	5550
AENJPLPP_00994	11182	11009	9821	6834	7881	6772
AENJPLPP_00995	6961	7676	7079	5293	6339	5557
AENJPLPP_00996	24857	21496	18845	5121	5521	5127
AENJPLPP_00997	8872	8208	7420	1065	1200	1171
AENJPLPP_00999	294	251	192	166	143	153
AENJPLPP_01000	23	28	37	17	25	19
AENJPLPP_01001	57	57	47	54	66	82
AENJPLPP_01002	55	67	45	60	85	79
AENJPLPP_01003	58	77	72	102	129	129
AENJPLPP_01004	26505	24992	21694	19960	22875	22107
AENJPLPP_01005	11415	9862	9028	6234	7222	6745
AENJPLPP_01006	1020	1067	971	538	545	578
AENJPLPP_01007	85	81	59	76	59	99
AENJPLPP_01008	567	630	517	3158	3711	3950
AENJPLPP_01009	133	150	131	866	1166	1031
AENJPLPP_01010	6337	7361	6626	9673	11450	10777
AENJPLPP_01011	31177	33532	30825	26621	29771	27327
AENJPLPP_01012	18263	18630	17001	15552	18227	16221
AENJPLPP_01013	1337	1376	1240	1295	1475	1261
AENJPLPP_01014	772	704	620	1133	1415	1207
AENJPLPP_01015	1655	1819	1735	907	909	849
AENJPLPP_01016	5225	5426	4663	732	841	807
AENJPLPP_01017	110	113	110	54	52	47
AENJPLPP_01018	955	851	823	453	516	465
AENJPLPP_01019	226	218	217	213	256	273
AENJPLPP_01020	195167	196294	184411	18870	22149	20606
AENJPLPP_01021	423996	423933	325215	44984	46368	49044
AENJPLPP_01022	87567	101039	87386	12818	15204	14231
AENJPLPP_01023	110247	122879	105854	14878	17774	16705
AENJPLPP_01024	2575	2294	2121	2764	3161	3082
AENJPLPP_01025	2919	2975	2802	3533	4297	3640
AENJPLPP_01026	2189	1993	1868	1706	1923	1906
AENJPLPP_01027	1467	1266	1289	2185	2438	2210
AENJPLPP_01028	10492	10278	9779	2681	3277	3016
AENJPLPP_01029	138	133	156	103	237	199
AENJPLPP_01030	1276	1167	1042	682	657	742
AENJPLPP_01031	3105	3260	3110	6612	8553	7428
AENJPLPP_01032	2490	2419	2628	843	1106	999
AENJPLPP_01033	2070	2307	2086	485	551	525
AENJPLPP_01034	183	181	162	273	314	271
AENJPLPP_01035	178	188	155	314	406	333
AENJPLPP_01036	79	80	89	219	252	235
AENJPLPP_01037	610	803	605	494	619	562
AENJPLPP_01038	355	405	348	468	567	453
AENJPLPP_01039	1602	1433	1364	1078	1273	1207
AENJPLPP_01040	9711	8658	8041	4185	4994	4184
AENJPLPP_01041	3603	3837	3484	1731	1915	1786
AENJPLPP_01042	3262	2505	2096	817	882	825
AENJPLPP_01043	1300	1170	1099	411	524	496
AENJPLPP_01044	3409	3462	3250	788	883	862
AENJPLPP_01045	11268	9427	9496	3544	3887	3585
AENJPLPP_01046	9669	9669	8526	3912	4938	4269
AENJPLPP_01047	2988	2880	2431	3288	3786	3255
AENJPLPP_01048	1863	1735	1686	2132	2369	2003
AENJPLPP_01049	1747	1733	1543	869	1082	925
AENJPLPP_01050	12765	13730	13499	5651	6113	5957
AENJPLPP_01051	0	0	0	0	0	2
AENJPLPP_01052	0	0	0	0	0	4
AENJPLPP_01053	16324	17863	16271	20518	24033	22027
AENJPLPP_01054	1127	1228	1128	617	671	634
AENJPLPP_01055	9016	10597	9292	19737	23880	21985
AENJPLPP_01056	11514	12482	11707	46819	51037	47148
AENJPLPP_01057	1121	1297	1250	309	354	325
AENJPLPP_01058	21944	20601	17476	9272	10333	9710
AENJPLPP_01059	4031	4161	3840	2079	2178	1996
AENJPLPP_01060	8798	9168	8094	4601	5185	5168
AENJPLPP_01061	1662	1642	1567	552	704	622
AENJPLPP_01062	3261	3237	2923	2189	2481	2123
AENJPLPP_01063	898	974	865	539	637	547
AENJPLPP_01064	939	968	739	464	530	578
AENJPLPP_01065	30339	30074	27348	33252	39165	35430
AENJPLPP_01066	17510	16397	14044	9910	11774	10459
AENJPLPP_01067	37515	38312	32434	13776	17271	14790
AENJPLPP_01068	16884	15718	14054	3553	4393	3633
AENJPLPP_01069	3369	4009	3273	13199	13905	12842
AENJPLPP_01070	2276	2454	2055	6003	6695	6288
AENJPLPP_01071	6275	6094	5628	7760	8704	8329
AENJPLPP_01072	60987	62627	53729	77805	89289	84805
AENJPLPP_01073	2445	2583	2411	1235	1688	1424
AENJPLPP_01074	2720	2524	2277	1340	1740	1433
AENJPLPP_01075	1462	1354	1201	498	521	414
AENJPLPP_01076	2298	2045	1893	314	367	353
AENJPLPP_01077	1681	1997	1733	1460	1706	1656
AENJPLPP_01078	408	412	396	1822	2290	2255
